subject,block,method,accuracy,itr_bits_min
1,0,CCA,0.875,61.765325614949774
1,0,FBCCA,1.0,79.82892142261159
1,1,CCA,0.75,47.83949123569002
1,1,FBCCA,1.0,79.82892142261159
1,2,CCA,0.775,50.45279649945515
1,2,FBCCA,1.0,79.82892142261159
1,3,CCA,0.7,42.82524794996992
1,3,FBCCA,0.95,71.5689154024244
1,4,CCA,0.85,58.78916186012437
1,4,FBCCA,1.0,79.82892142261159
1,5,CCA,0.75,47.83949123569002
1,5,FBCCA,1.0,79.82892142261159
