subject,block,method,accuracy,itr_bits_min
1,0,CCA,0.325,12.668182119362674
1,0,FBCCA,0.6,33.552249193316925
1,1,CCA,0.3,11.112834636796451
1,1,FBCCA,0.575,31.378858338715812
1,2,CCA,0.425,19.48670334627576
1,2,FBCCA,0.8,53.14379334341326
1,3,CCA,0.325,12.668182119362674
1,3,FBCCA,0.625,35.78202389833581
1,4,CCA,0.375,15.961765577602387
1,4,FBCCA,0.625,35.78202389833581
1,5,CCA,0.45,21.332736307879756
1,5,FBCCA,0.675,40.416543768389495
