subject,method,accuracy,itr_bits_min
1,EnsembleImprovedTDCA(alpha=1.00),0.9958333333333332,79.0769314553075
1,ImprovedTDCA(alpha=1.00),0.9958333333333332,79.0769314553075
1,TDCA,0.9958333333333332,79.0769314553075
