subject,method,accuracy,itr_bits_min
1,CCA,0.7833333333333333,51.58525239931321
1,FBCCA,0.9916666666666667,78.45225375258039
1,ImprovedTDCA(alpha=0.00),0.9958333333333332,79.0769314553075
1,TDCA,0.9958333333333332,79.0769314553075
